,highly_variable
AL162385.2,False
XPA,False
PTCSC2,False
AL445531.1,False
FOXE1,False
TRMO,False
AL499604.1,False
HEMGN,False
ANP32B,False
AL354726.1,False
NANS,False
TRIM14,False
CORO2A,False
TBC1D2,False
GABBR2,False
ANKS6,False
AL807776.1,False
GALNT12,False
AL136084.2,False
COL15A1,False
AL136084.3,False
TGFBR1,False
AL162427.1,False
ALG2,False
SEC61B,False
NAMA,False
AL137067.3,False
AL359710.1,False
STX17-AS1,False
AL162394.1,False
NR4A3,True
STX17,False
AL358937.1,False
ERP44,False
INVS,False
TEX10,False
MSANTD3,False
TMEFF1,False
CAVIN4,False
PLPPR1,False
BAAT,False
MRPL50,False
ZNF189,False
ALDOB,True
TMEM246-AS1,False
TMEM246,False
RNF20,False
GRIN3A,False
PPP3R2,False
LINC00587,False
CYLC2,False
LINC01492,False
AL390962.1,False
AL590381.1,False
SMC2-AS1,False
SMC2,False
OR13F1,False
AL450426.1,False
OR13C4,False
OR13C3,False
OR13C8,False
OR13C5,False
OR13C2,False
OR13C9,False
OR13D1,False
NIPSNAP3A,False
NIPSNAP3B,False
ABCA1,False
AL359182.1,False
CT70,False
AL591506.1,False
SLC44A1,False
FSD1L,False
AL158070.1,False
FKTN,False
TAL2,False
TMEM38B,False
LINC01505,True
AL732323.1,False
AL451140.1,False
AL512649.2,False
LINC01505-1,False
ZNF462,False
AL807761.4,False
AL807761.3,False
RAD23B,False
LINC01509,False
AL359552.1,False
KLF4,True
AL353742.1,False
AL358779.1,False
ACTL7B,False
ACTL7A,False
ELP1,False
ABITRAM,False
CTNNAL1,False
TMEM245,False
FRRS1L,False
EPB41L4B,False
PTPN3,False
PALM2-AKAP2,True
AL158829.1,False
C9orf152,False
TXN,False
TXNDC8,False
SVEP1,False
AL592463.1,False
MUSK,False
LPAR1,True
AL162414.1,False
OR2K2,False
ECPAS,False
ZNF483,False
PTGR1,False
AL135787.1,False
DNAJC25,False
GNG10,False
SHOC1,False
UGCG,True
AL138756.1,False
SUSD1,False
PTBP3,False
HSDL2,False
C9orf147,False
KIAA1958,True
INIP,False
AL390067.1,False
SNX30,False
SLC46A2,False
AL139041.1,False
ZNF883,False
ZFP37,False
FAM225B,False
FAM225A,False
SLC31A2,False
FKBP15,False
SLC31A1,False
CDC26,False
PRPF4,False
RNF183,False
WDR31,False
BSPRY,True
HDHD3,True
ALAD,False
POLE3,False
C9orf43,False
RGS3,True
AL162727.2,False
AL162727.1,False
AL157702.2,False
ZNF618,False
AMBP,False
KIF12,False
COL27A1,False
ORM1,False
ORM2,False
AKNA,False
AL138895.1,False
WHRN,False
ATP6V1G1,False
TMEM268,False
TEX53,False
TEX48,False
TNFSF15,False
DEC1,False
TNFSF8,False
TNC,False
AL162425.1,False
AL355601.1,False
AL691420.1,False
LINC00474,False
AL691426.1,False
PAPPA,True
PAPPA-AS2,False
AL137024.1,False
PAPPA-AS1,False
ASTN2,False
ASTN2-AS1,False
AL133284.1,False
TRIM32,False
AL157829.1,False
AL445644.1,False
AL161630.1,False
TLR4,False
AL160272.1,False
AL354754.1,False
AL355592.1,False
LINC02578,False
BRINP1,False
AC006288.1,False
LINC01613,False
AL441989.1,False
CDK5RAP2,False
MEGF9,True
FBXW2,True
B3GNT10,False
PSMD5,False
PHF19,False
TRAF1,False
C5,False
CNTRL,False
RAB14,False
GSN,False
AL513122.2,False
GSN-AS1,False
STOM,False
AL359644.1,False
DAB2IP,False
AL357936.1,False
AL596244.1,False
TTLL11,False
TTLL11-IT1,False
NDUFA8,False
MORN5,False
LHX6,False
RBM18,False
MRRF,False
PTGS1,False
AL162424.1,False
AL359636.1,False
AL359636.2,True
OR1J1,False
OR1J2,False
OR1J4,False
OR1N1,False
OR1N2,False
OR1L8,False
OR1Q1,False
OR1B1,False
OR1L1,False
OR1L3,False
OR1L4,False
OR1L6,False
OR5C1,False
PDCL,False
OR1K1,False
RC3H2,False
ZBTB6,False
ZBTB26,False
AC007066.2,False
AC007066.3,False
RABGAP1,False
GPR21,False
MIR600HG,False
STRBP,True
CRB2,False
DENND1A,False
AL445489.1,False
AL390774.2,False
LHX2,False
AC006450.3,False
AC006450.1,False
AC006450.2,False
NEK6,False
AL162724.2,False
AL162724.1,False
PSMB7,False
ADGRD2,False
NR5A1,False
AL354979.1,False
NR6A1,False
MIR181A2HG,True
AL354928.1,False
OLFML2A,False
WDR38,False
RPL35,False
ARPC5L,False
GOLGA1,False
SCAI,True
PPP6C,False
RABEPK,True
HSPA5,False
AL354710.2,False
GAPVD1,False
AL359632.1,False
MAPKAP1,False
AL162584.1,False
AL358074.1,False
PBX3,False
AL589923.1,False
AL162391.1,False
MVB12B,False
AL356309.2,False
AL356309.1,False
AL161908.1,False
LMX1B,False
AL161908.2,False
AL161731.1,False
ZBTB43,False
ZBTB34,False
RALGPS1,True
ANGPTL2,False
AL450263.1,False
GARNL3,True
AL445222.1,False
SLC2A8,False
ZNF79,False
RPL12,False
LRSAM1,False
NIBAN2,False
STXBP1,False
AL162426.1,False
PTRH1,False
CFAP157,False
TTC16,False
TOR2A,False
SH2D3C,False
AL162586.2,False
CDK9,False
FPGS,False
ENG,False
AL162586.1,False
AK1,False
ST6GALNAC6,False
ST6GALNAC4,False
PIP5KL1,False
AL157935.1,False
DPM2,False
FAM102A,False
AL360268.2,False
NAIF1,False
SLC25A25,False
AL360268.1,False
SLC25A25-AS1,False
PTGES2,False
AL590708.1,False
LCN2,False
C9orf16,False
CIZ1,False
DNM1,False
GOLGA2,False
SWI5,False
TRUB2,False
AL359091.4,False
COQ4,False
SLC27A4,False
URM1,False
AL359091.3,False
AL359091.1,False
CERCAM,False
AL359091.5,False
ODF2,False
ODF2-AS1,False
GLE1,False
AL356481.1,False
SPTAN1,False
AL356481.2,False
AL356481.3,True
WDR34,False
HMGA1P4,True
SET,False
PKN3,False
ZDHHC12,False
AL441992.1,False
ZER1,False
TBC1D13,False
ENDOG,False
SPOUT1,False
KYAT1,True
LRRC8A,False
PHYHD1,False
DOLK,False
NUP188,False
AL592211.1,False
SH3GLB2,False
MIGA2,False
AL592211.2,False
DOLPP1,False
CRAT,False
AL158151.2,False
PTPA,False
AL158151.4,False
IER5L,False
AL158151.3,False
AL158151.1,False
AL161785.2,False
AL161785.3,False
AL161785.1,False
C9orf106,False
AL353803.5,False
LINC01503,False
AL353803.2,False
AL353803.1,False
LINC00963,False
AL353803.4,False
AL391056.2,False
AL391056.1,False
NTMT1,False
C9orf50,False
ASB6,False
AL590369.1,False
PRRX2,False
PRRX2-AS1,False
PTGES,False
TOR1B,False
TOR1A,False
C9orf78,False
USP20,False
FNBP1,False
AL158207.2,False
AL136141.1,False
GPR107,False
GPRACR,False
NCS1,False
HMCN2,False
ASS1,False
FUBP3,False
PRDM12,False
EXOSC2,False
ABL1,False
QRFP,False
FIBCD1,False
AL161733.1,False
LAMC3,False
AIF1L,False
NUP214,False
AL157938.2,False
AL157938.3,False
FAM78A,False
AL157938.4,False
PLPP7,False
PRRC2B,False
AL358781.1,False
POMT1,False
AL358781.2,False
UCK1,False
PRRT1B,False
RAPGEF1,False
AL160271.2,False
MED27,False
NTNG2,False
SETX,False
TTF1,False
CFAP77,False
BARHL1,False
DDX31,False
GTF3C4,False
AK8,True
AL445645.1,False
SPACA9,False
TSC1,False
GFI1B,True
GTF3C5,False
CEL,False
RALGDS,False
GBGT1,False
OBP2B,False
ABO,False
SURF6,False
MED22,False
RPL7A,False
SURF1,False
SURF2,False
SURF4,False
STKLD1,False
REXO4,False
ADAMTS13,False
CACFD1,False
SLC2A6,False
MYMK,False
ADAMTSL2,False
FAM163B,False
AC002101.1,False
DBH,False
DBH-AS1,False
SARDH,False
VAV2,False
BRD3OS,False
BRD3,False
AL445931.1,False
BX649632.1,False
WDR5,False
BX649601.1,False
LINC02247,False
RXRA,False
AL669970.1,False
AL669970.3,False
AL669970.2,False
COL5A1,False
COL5A1-AS1,False
AL645768.1,False
FCN2,False
FCN1,True
AL353611.1,False
OLFM1,False
AL390778.1,False
AL390778.2,False
C9orf62,False
AL353615.1,False
PPP1R26-AS1,False
PPP1R26,False
C9orf116,False
MRPS2,False
AL161452.1,False
LCN1,False
OBP2A,False
PAEP,False
LINC01502,False
AL354761.1,False
GLT6D1,False
LCN9,False
SOHLH1,False
KCNT1,False
CAMSAP1,False
AL355574.1,False
UBAC1,False
NACC2,False
LINC02846,False
TMEM250,False
AL138781.1,False
LHX3,False
QSOX2,False
CCDC187,False
CR392000.2,False
AC174065.1,False
GPSM1,False
DNLZ,False
CARD9,False
SNAPC4,False
ENTR1,False
PMPCA,False
INPP5E,False
SEC16A,False
C9orf163,False
NOTCH1,False
AL592301.1,False
NALT1,False
AL590226.2,False
AL590226.1,False
EGFL7,False
AGPAT2,False
DIPK1B,False
SNHG7,False
LCN10,False
LCN6,False
LCN8,False
LCN15,False
TMEM141,False
CCDC183,False
CCDC183-AS1,False
RABL6,False
AJM1,False
PHPT1,False
MAMDC4,False
EDF1,False
TRAF2,False
AL807752.5,False
FBXW5,False
C8G,False
LCN12,False
LINC02692,False
PTGDS,True
LCNL1,False
PAXX,False
CLIC3,True
ABCA2,False
C9orf139,False
FUT7,False
NPDC1,False
ENTPD2,False
AL807752.4,False
AL807752.2,False
SAPCD2,False
AL807752.3,False
UAP1L1,False
MAN1B1-DT,False
MAN1B1,False
DPP7,False
GRIN1,False
LRRC26,True
TMEM210,False
ANAPC2,False
SSNA1,False
TPRN,False
TMEM203,False
NDOR1,False
BX255925.3,False
RNF208,False
CYSRT1,False
RNF224,False
SLC34A3,False
TUBB4B,False
FAM166A,False
STPG3-AS1,False
STPG3,False
NELFB,False
TOR4A,False
BX255925.1,False
BX255925.4,False
NRARP,False
EXD3,False
NOXA1,False
ENTPD8,False
NSMF,False
PNPLA7,False
MRPL41,False
DPH7,False
ZMYND19,False
ARRDC1,False
ARRDC1-AS1,False
EHMT1,False
AL772363.1,False
CACNA1B,False
AL954642.1,False
AC215217.1,False
TUBB8,False
ZMYND11,False
DIP2C,True
AL669841.1,False
AL358216.1,False
PRR26,False
AL157709.1,False
LARP4B,False
AL359878.2,False
AL359878.1,False
GTPBP4,False
IDI2,False
IDI2-AS1,False
IDI1,False
WDR37,False
LINC00200,True
ADARB2,False
AL392083.2,False
AL392083.1,False
AL513304.1,False
ADARB2-AS1,False
AL355597.1,False
LINC00700,False
AL441943.1,False
AL441943.2,False
LINC02662,False
LINC00701,False
LINC02645,False
AL713851.2,False
AL713851.1,False
AL355361.1,False
AL731533.1,False
AL731533.3,False
AL731533.2,False
PFKP,False
PITRM1,False
PITRM1-AS1,False
LINC02668,False
AL451164.1,False
AL139280.1,False
AL139280.2,False
AL356433.1,False
LINC02669,False
AL357833.1,False
AL450322.2,False
AL450322.1,False
KLF6,False
AL513303.1,False
LINC02639,False
LINC02660,False
AC025822.1,False
AC025822.2,False
LINC00702,False
LINC00703,False
AC022535.1,False
AC022535.3,False
AC022535.2,False
MANCR,False
LINC00705,False
AC018978.1,False
AKR1E2,False
AKR1C1,False
AKR1C2,False
AL391427.1,False
AKR1C3,False
AKR1C8P,False
AKR1C4,False
AL355303.2,False
AL355303.1,False
LINC02561,False
UCN3,False
TUBAL3,False
NET1,False
CALML5,False
CALML3-AS1,False
CALML3,False
AL732437.1,False
AL732437.3,False
AL732437.2,False
LINC02657,False
LINC02678,False
LINC02677,False
ASB13,False
TASOR2,False
AL365356.1,False
GDI2,False
AL596094.1,False
ANKRD16,False
FBH1,False
AL137186.2,False
IL15RA,False
IL2RA,True
AL137186.1,False
RBM17,False
PFKFB3,False
AL157395.1,False
LINC02649,False
LINC02656,False
PRKCQ,False
PRKCQ-AS1,False
LINC02648,False
LINP1,False
LINC00706,False
LINC00707,False
AL392086.3,True
LINC02665,False
SFMBT2,False
LINC02642,False
AL445070.1,False
ITIH5,False
ITIH2,False
KIN,False
ATP5F1C,False
TAF3,False
GATA3,True
GATA3-AS1,True
AL390294.1,False
LINC00708,False
AL390835.1,False
AC025946.1,False
LINC02676,True
AC044784.1,False
LINC00709,False
AL138773.1,False
LINC02663,False
LINC02670,False
AL354916.1,False
AL583859.1,False
CELF2-DT,False
AL583859.3,False
SFTA1P,False
CELF2,False
LINC00710,False
AL136369.2,False
AL136369.1,False
AL162408.1,False
CELF2-AS2,False
AL136320.1,False
CELF2-AS1,False
USP6NL,False
AL512631.2,False
AL512631.1,False
ECHDC3,False
PROSER2,False
PROSER2-AS1,False
UPF2,False
DHTKD1,False
SEC61A2,False
NUDT5,False
CDC123,False
AL512770.1,False
CAMK1D,False
AL731559.1,False
AL353586.1,False
CCDC3,False
OPTN,False
MCM10,False
UCMA,False
PHYH,False
SEPHS1,False
AL355870.2,False
AL355870.1,False
BEND7,True
AL590677.1,False
PRPF18,False
AL157392.3,False
FRMD4A,False
AL157392.4,False
AL157392.1,False
AL157392.2,False
AC044781.1,True
AL157896.1,False
AL139405.1,False
FAM107B,False
AL158168.1,False
CDNF,False
HSPA14,False
HSPA14-1,False
AC069544.1,False
SUV39H2,False
DCLRE1C,False
MEIG1,False
OLAH,False
ACBD7,True
RPP38-DT,False
RPP38,False
NMT2,False
FAM171A1,False
AL607028.1,False
ITGA8,False
MINDY3,False
LINC02654,False
PTER,False
C1QL3,False
AL353576.1,True
RSU1,False
AC073367.1,False
AL365215.2,False
CUBN,True
AC067747.1,False
TRDMT1,False
VIM-AS1,False
VIM,False
AL133415.1,False
ST8SIA6,True
ST8SIA6-AS1,True
HACD1,False
STAM-AS1,False
STAM,False
AC069542.1,False
TMEM236,False
MRC1,True
AC069023.1,False
SLC39A12,False
SLC39A12-AS1,False
CACNB2,True
AL390783.1,False
AL450384.2,False
AL450384.1,False
NSUN6,False
ARL5B,False
AL512641.1,False
MALRD1,False
AL590378.1,False
AL157895.1,False
AL353147.1,False
PLXDC2,False
AC069549.1,False
AC069549.2,True
NEBL,False
C10orf113,False
NEBL-AS1,False
LINC02643,False
MIR1915HG,False
SKIDA1,False
MLLT10,False
AL358780.1,False
DNAJC1,False
AL359697.1,False
EBLN1,False
AL157831.2,False
AL157831.3,False
AL158211.1,False
COMMD3,False
BMI1,False
AL158211.4,False
AL158211.2,False
AL158211.3,False
SPAG6,False
AL513128.1,False
AL513128.3,False
AL513128.2,False
PIP4K2A,False
ARMC3,False
AL139815.1,False
MSRB2,False
PTF1A,False
C10orf67,False
AL606469.1,False
OTUD1,False
AL512603.2,False
AL512603.1,False
KIAA1217,False
AL356113.1,False
ARHGAP21,False
AL157385.2,False
PRTFDC1,False
AL512598.1,False
ENKUR,False
THNSL1,False
LINC01516,False
GPR158-AS1,False
GPR158,False
LINC00836,False
AL358612.1,False
MYO3A,False
GAD2,False
APBB1IP,False
AL390961.1,False
PDSS1,False
AL390961.2,False
ABI1,False
ANKRD26,False
YME1L1,False
MASTL,False
ACBD5,False
AL160291.1,False
LINC02673,False
RAB18,False
LINC02680,True
MKX,False
MKX-AS1,False
ARMC4,False
AL390866.1,False
MPP7,False
AL355501.1,False
MPP7-DT,False
LINC02652,False
WAC-AS1,False
WAC,False
BAMBI,False
LINC01517,False
AL355376.1,False
LINC00837,False
LYZL1,False
AL158167.1,False
SVIL,False
JCAD,False
AL353796.1,False
MTPAP,False
AL353796.2,False
MAP3K8,False
AL590068.4,False
AL590068.1,False
AL590068.2,False
AL590068.3,False
LYZL2,False
LINC02644,False
ZNF438,False
AL359532.1,False
AL359546.1,True
LINC02664,False
ZEB1-AS1,False
ZEB1,True
AL161935.1,False
AL161935.3,False
MACORIS,False
ARHGAP12,False
KIF5B,False
AL158834.2,False
EPC1,False
AL158834.1,False
AL391839.2,False
AL391839.1,False
AL391839.3,False
CCDC7,False
AL365203.2,False
ITGB1,True
ITGB1-DT,False
IATPR,False
NRP1,True
AL121748.1,False
AL353600.1,False
AL353600.2,False
LINC02628,False
AL450313.1,False
LINC00838,False
LINC02629,False
PARD3,True
PARD3-AS1,False
LINC02635,False
CUL2,False
AL392046.1,False
CREM,False
AL117336.1,False
LINC02634,False
CCNY,False
AL117336.2,False
AL603824.1,False
AL121749.1,False
GJD4,False
FZD8,False
AL121749.2,False
PCAT5,False
LINC02630,False
AL355300.1,False
AL590730.1,False
AL390061.1,False
ANKRD30A,False
AL157387.1,False
MTRNR2L7,False
AL132657.1,False
ZNF248,False
AL132657.2,False
AL135791.1,False
ZNF25,False
ZNF25-DT,False
ZNF33A,True
ZNF37A,False
AL117339.4,False
AL133216.1,False
IGKV1OR10-1,False
LINC00839,False
ZNF33B,False
AL022345.4,False
LINC01518,False
LINC02632,False
AL022344.1,False
BMS1,False
LINC02623,False
LINC01264,False
RET,True
AC010864.1,False
CSGALNACT2,False
RASGEF1A,False
LINC02633,False
AC068707.1,False
FXYD4,False
HNRNPF,False
AL450326.1,False
ZNF487,False
ZNF239,False
AL450326.3,False
ZNF485,False
ZNF32-AS3,False
AL645634.2,False
ZNF32,False
ZNF32-AS1,False
ZNF32-AS2,False
AL645634.1,False
LINC02658,False
LINC00840,False
LINC02659,False
LINC00841,False
AL139237.1,False
AL137026.2,False
AL137026.1,False
C10orf142,False
AL137026.3,False
CXCL12,False
AL356157.3,False
AL356157.1,False
TMEM72-AS1,False
AL353801.2,False
TMEM72,False
AL353801.1,False
AL353801.3,False
RASSF4,False
DEPP1,False
C10orf25,False
ZNF22,False
AL358394.1,False
OR13A1,False
ALOX5,False
AL731567.1,False
MARCH8,False
ZFAND4,False
WASHC2C,False
AGAP4,False
TIMM23,False
NCOA4,False
MSMB,False
ANTXRL,False
ANXA8L1,False
LINC00842,False
NPY4R,False
GPRIN2,False
SYT15,False
AL356056.2,False
AL356056.1,False
LINC02637,False
FAM245B,False
PTPN20,False
GDF10,False
GDF2,False
RBP3,False
ZNF488,False
ANXA8,False
FAM25G,False
AL591684.1,False
AGAP9,False
LINC02675,False
FO681492.1,False
AC245041.2,False
NPY4R2,False
AC245041.1,False
FAM25C,False
FRMPD2,False
AC074325.1,False
MAPK8,False
ARHGAP22,False
ARHGAP22-IT1,False
AC068898.2,False
AC068898.1,False
WDFY4,True
AC035139.2,False
AC035139.1,False
AC060234.3,False
LRRC18,False
AC060234.2,False
AC060234.1,False
VSTM4,False
FAM170B-AS1,False
FAM170B,False
TMEM273,False
C10orf71-AS1,False
C10orf71,False
DRGX,False
AL138760.1,False
ERCC6,False
CHAT,False
SLC18A3,False
C10orf53,False
OGDHL,False
PARG,False
TIMM23B,False
TIMM23B-AGAP6,False
AL442003.1,False
AGAP6,False
WASHC2A,False
ASAH2,False
SGMS1,False
AC069547.2,False
AL117341.1,False
SGMS1-AS1,False
AL589794.2,False
ASAH2B,False
A1CF,False
AL512366.1,False
AL731537.2,False
PRKG1,False
AL731537.1,False
AC022537.1,False
AC069079.1,False
CSTF2T,False
PRKG1-AS1,False
DKK1,False
LNCAROD,True
MBL2,False
AC073174.1,False
LINC02672,False
AC036101.1,False
PCDH15,False
AL353784.1,False
AC051618.1,False
AC016822.1,False
AL355314.1,False
AL355314.2,False
MTRNR2L5,False
ZWINT,False
AC010996.1,False
IPMK,False
CISD1,False
AC016396.1,False
AC016396.2,False
UBE2D1,False
TFAM,False
BICC1,False
LINC00844,False
PHYHIPL,False
FAM13C,False
AC025038.1,False
AL355474.1,False
AC026391.1,False
SLC16A9,False
MRLN,False
CCDC6,False
LINC01553,False
ANK3,True
AL592430.1,False
AL592430.2,False
ANK3-DT,False
CDK1,False
RHOBTB1,False
LINC00845,False
TMEM26,False
TMEM26-AS1,False
AL356952.1,False
CABCOCO1,False
AL451049.1,False
LINC02625,False
ARID5B,True
RTKN2,True
LINC02621,False
AC024597.1,False
ZNF365,False
AC067752.1,False
AC067751.1,False
ADO,False
EGR2,True
AL590502.1,False
NRBF2,False
JMJD1C,False
JMJD1C-AS1,True
REEP3,False
AC022387.2,False
AC013287.1,False
AC012558.1,False
LINC02671,False
AL513321.2,False
AL592466.1,False
LINC01515,False
CTNNA3,False
AC022017.1,False
LRRTM3,False
AL139240.1,False
DNAJC12,False
AL133551.1,False
SIRT1,False
HERC4,False
MYPN,False
ATOH7,False
LINC02640,False
PBLD,False
HNRNPH3,False
RUFY2,False
DNA2,False
SLC25A16,False
TET1,True
AL513534.2,False
CCAR1,False
STOX1,False
AL359844.1,False
DDX50,False
DDX21,False
KIF1BP,False
SRGN,False
VPS26A,False
SUPV3L1,False
AL596223.1,False
HKDC1,False
AL596223.2,False
HK1,False
TACR2,False
TSPAN15,False
AC016821.1,False
NEUROG3,False
AL450311.1,False
FAM241B,False
LINC02651,False
COL13A1,False
LINC02636,False
H2AFY2,False
AIFM2,False
TYSND1,False
SAR1A,False
PPA1,False
NPFFR1,False
LRRC20,True
EIF4EBP2,False
NODAL,False
PALD1,False
PRF1,True
ADAMTS14,False
TBATA,False
SGPL1,False
PCBD1,False
AC073176.2,False
AC073176.1,False
LINC02622,False
UNC5B,False
UNC5B-AS1,False
SLC29A3,False
CDH23,False
CDH23-AS1,False
C10orf105,False
VSIR,False
PSAP,False
AC073370.1,False
CHST3,False
AC022392.1,False
SPOCK2,False
ASCC1,False
ANAPC16,False
DDIT4,False
DDIT4-AS1,False
DNAJB12,False
MICU1,True
AC091769.2,False
AL513185.1,False
MCU,True
AC016542.1,False
OIT3,False
PLA2G12B,False
P4HA1,False
AL731563.2,False
AL731563.3,False
NUDT13,False
AC016394.2,False
ECD,False
FAM149B1,False
DNAJC9,False
DNAJC9-AS1,False
MRPS16,False
AC016394.1,False
CFAP70,False
ANXA7,False
AL512656.1,False
MSS51,False
PPP3CB,False
PPP3CB-AS1,False
USP54,False
AC073389.1,False
AC073389.3,False
MYOZ1,False
SYNPO2L,False
AC073389.2,False
AGAP5,False
AC022400.4,False
SEC24C,False
FUT11,False
CHCHD1,False
ZSWIM8,False
ZSWIM8-AS1,False
NDST2,False
CAMK2G,False
AC022400.1,False
AC022400.2,False
PLAU,False
C10orf55,False
VCL,False
AL596247.1,False
AP3M1,False
ADK,True
AC022540.1,False
AC063962.1,False
KAT6B,False
AC018511.2,False
AC018511.1,False
DUPD1,False
AC018511.5,False
DUSP13,False
SAMD8,False
VDAC2,False
COMTD1,False
ZNF503-AS1,False
AC010997.3,False
ZNF503,False
ZNF503-AS2,False
AC010997.5,False
AC010997.4,False
AC010997.2,False
LRMDA,True
AL589863.2,False
AL589863.1,False
AL731568.1,False
AC013286.1,False
AC024603.1,False
KCNMA1,False
KCNMA1-AS1,False
KCNMA1-AS2,False
AL731575.1,False
KCNMA1-AS3,False
AL450306.1,False
DLG5,False
AL391421.1,False
DLG5-AS1,False
POLR3A,False
RPS24,False
AL731555.1,False
AC012560.1,False
LINC00595,False
AC010163.3,False
AC010163.1,False
AC010163.2,False
AL583852.1,False
AC016820.1,False
ZMIZ1-AS1,False
AL356753.1,False
ZMIZ1,False
PPIF,False
ZCCHC24,False
AL133481.1,False
AL133481.3,False
EIF5AL1,False
SFTPA2,False
SFTPA1,False
LINC02679,False
AL132656.2,False
NUTM2B-AS1,False
AL132656.3,False
NUTM2B,False
AL135925.1,False
NUTM2E,False
AL512662.2,False
SFTPD,False
SFTPD-AS1,False
TMEM254-AS1,False
TMEM254,False
PLAC9,False
ANXA11,False
LINC00857,False
MAT1A,False
AL359195.1,False
DYDC1,False
DYDC2,False
PRXL2A,False
TSPAN14,False
AC021028.1,False
SH2D4B,False
LINC02655,False
AL096706.1,False
NRG3,False
AC010157.2,False
AC010157.1,False
NRG3-AS1,False
LINC02650,False
AC069540.2,False
AL390786.1,False
AL603756.1,False
GHITM,False
CERNA2,False
C10orf99,False
CDHR1,False
LRIT2,False
RGR,False
LRIT1,False
LINC00858,False
CCSER2,False
LINC01519,False
AL358787.1,False
LINC02647,False
AC025428.1,False
LINC01520,False
GRID1-AS1,False
GRID1,False
AC022028.2,False
AL844892.2,False
AL844892.1,False
WAPL,False
AL731569.1,False
OPN4,False
LDB3,False
AC067750.1,False
BMPR1A,False
MMRN2,False
SNCG,False
ADIRF-AS1,False
ADIRF,False
AL136982.7,False
AL136982.2,False
FAM25A,False
GLUD1,False
SHLD2,False
AL136982.3,False
NUTM2A-AS1,False
AL157893.2,False
NUTM2A,False
LINC00863,False
NUTM2D,False
FAM245A,False
AL355334.2,False
MINPP1,False
AL138767.2,False
AL138767.3,False
AL138767.1,False
PAPSS2,True
ATAD1,False
KLLN,False
PTEN,False
AC063965.2,False
RNLS,True
LIPJ,False
LIPF,False
LIPK,False
LIPN,False
LIPM,False
ANKRD22,True
STAMBPL1,False
ACTA2-AS1,False
ACTA2,False
AL157394.3,False
FAS,False
AL157394.1,False
CH25H,True
LIPA,False
IFIT2,True
AL353751.1,False
IFIT3,True
IFIT1B,False
IFIT1,False
IFIT5,False
SLC16A12,False
SLC16A12-AS1,False
PANK1,False
AL157400.2,False
AL157400.1,False
AL157400.3,False
AL157400.4,False
KIF20B,False
LINC00865,False
LINC01374,True
LINC01375,False
